id,created_at,user_id,path,scroll_depth
350,2024-04-29 19:07:00.265775+00,user_2fU9K3LbleJBLUzLKPq1rrFoca0,/economy/a896b837-f781-45f6-9e41-5a449ad4a9f6/us-economy-resilience-questions-fed-rate-cuts?,80.83769633507853
351,2024-04-29 19:07:20.416032+00,user_2fU9K3LbleJBLUzLKPq1rrFoca0,/economy/a896b837-f781-45f6-9e41-5a449ad4a9f6/us-economy-resilience-questions-fed-rate-cuts?,80.83769633507853
352,2024-04-29 19:10:32.649138+00,user_2fU9K3LbleJBLUzLKPq1rrFoca0,/home?,83.125
353,2024-04-29 19:27:27.37577+00,user_2fU9K3LbleJBLUzLKPq1rrFoca0,/home?,81.25
354,2024-04-29 19:27:59.428985+00,user_2fU9K3LbleJBLUzLKPq1rrFoca0,/home?,80.76923076923077
355,2024-04-29 19:29:29.861953+00,user_2fU9K3LbleJBLUzLKPq1rrFoca0,/home?,80.76923076923077
356,2024-04-29 19:29:32.103479+00,user_2fU9K3LbleJBLUzLKPq1rrFoca0,/home?,82.05128205128204
357,2024-04-29 19:29:34.340871+00,user_2fU9K3LbleJBLUzLKPq1rrFoca0,/home?,82.05128205128204
358,2024-04-29 19:30:03.429171+00,user_2fU9K3LbleJBLUzLKPq1rrFoca0,/home?,81.5625
359,2024-04-29 19:30:58.851488+00,user_2fU9K3LbleJBLUzLKPq1rrFoca0,/home?,89.80477223427332
360,2024-04-29 19:31:59.806291+00,user_2fU9K3LbleJBLUzLKPq1rrFoca0,/home?,80.3125
361,2024-04-29 19:33:08.583356+00,user_2fU9K3LbleJBLUzLKPq1rrFoca0,/home?,82.1875
362,2024-04-29 19:33:26.791716+00,user_2fU9K3LbleJBLUzLKPq1rrFoca0,/home?,82.5
363,2024-04-29 19:33:57.813913+00,user_2fU9K3LbleJBLUzLKPq1rrFoca0,/home?,81.10599078341014
364,2024-04-29 19:34:52.182366+00,user_2fU9K3LbleJBLUzLKPq1rrFoca0,/settings?,84.29003021148036
365,2024-04-29 19:35:08.512209+00,user_2fU9K3LbleJBLUzLKPq1rrFoca0,/?,96.93877551020408
366,2024-04-29 19:35:21.338663+00,user_2fU9K3LbleJBLUzLKPq1rrFoca0,/home?,89.086859688196
367,2024-04-29 19:45:14.248661+00,user_2fU9K3LbleJBLUzLKPq1rrFoca0,/?,132.45614035087718
368,2024-04-29 19:47:09.01881+00,user_2fU9K3LbleJBLUzLKPq1rrFoca0,/home?,81.5668202764977
369,2024-04-29 19:47:22.371518+00,user_2fU9K3LbleJBLUzLKPq1rrFoca0,/home?,82.02764976958525
370,2024-04-29 19:47:23.904464+00,user_2fU9K3LbleJBLUzLKPq1rrFoca0,/home?,81.33640552995391
371,2024-04-29 19:55:14.09028+00,user_2fU9K3LbleJBLUzLKPq1rrFoca0,/home?,80.625
372,2024-04-29 19:55:18.656489+00,user_2fU9K3LbleJBLUzLKPq1rrFoca0,/home?,81.25
373,2024-04-29 20:03:03.202531+00,user_2fU9K3LbleJBLUzLKPq1rrFoca0,/economy?,116.74311926605505
374,2024-04-29 20:03:07.298246+00,user_2fU9K3LbleJBLUzLKPq1rrFoca0,/home?,83.75
375,2024-04-29 20:03:09.211077+00,user_2fU9K3LbleJBLUzLKPq1rrFoca0,/home?,83.125
376,2024-04-29 20:09:16.42759+00,user_2fU9K3LbleJBLUzLKPq1rrFoca0,/home?,81.25
377,2024-04-29 20:35:38.784745+00,user_2fU9K3LbleJBLUzLKPq1rrFoca0,/home?,80.9375
378,2024-04-29 20:40:20.703345+00,user_2fU9K3LbleJBLUzLKPq1rrFoca0,/settings?,81.941309255079
379,2024-04-29 20:40:21.635386+00,user_2fU9K3LbleJBLUzLKPq1rrFoca0,/settings?,80.1354401805869
380,2024-04-29 20:44:53.2918+00,user_2fU9K3LbleJBLUzLKPq1rrFoca0,/home?,80.625
381,2024-04-29 20:46:49.170875+00,user_2fU9K3LbleJBLUzLKPq1rrFoca0,/economy?,88.0184331797235
382,2024-04-29 20:46:54.540219+00,user_2fU9K3LbleJBLUzLKPq1rrFoca0,/economy?,84.28246013667426
383,2024-04-29 20:51:11.699615+00,user_2fU9K3LbleJBLUzLKPq1rrFoca0,/economy/a896b837-f781-45f6-9e41-5a449ad4a9f6/us-economy-resilience-questions-fed-rate-cuts?,81.38351983723297
384,2024-04-29 20:51:16.31632+00,user_2fU9K3LbleJBLUzLKPq1rrFoca0,/home?,81.25
385,2024-04-29 20:51:20.586117+00,user_2fU9K3LbleJBLUzLKPq1rrFoca0,/economy/a896b837-f781-45f6-9e41-5a449ad4a9f6/us-economy-resilience-questions-fed-rate-cuts?,81.07833163784333
386,2024-04-29 21:37:05.835104+00,user_2fHkgigzGrFzFUSyXw5u6fmWJNn,/home?,89.49152542372882
387,2024-04-29 22:11:38.508597+00,user_2fHkgigzGrFzFUSyXw5u6fmWJNn,/home?,85.81818181818181
388,2024-04-29 22:12:41.399557+00,user_2fHkgigzGrFzFUSyXw5u6fmWJNn,/home?,82.54545454545455
389,2024-04-29 22:41:50.973488+00,user_2fHkgigzGrFzFUSyXw5u6fmWJNn,/home?,96
390,2024-04-30 00:21:20.597307+00,user_2fU9K3LbleJBLUzLKPq1rrFoca0,/?,110.78431372549021
391,2024-04-30 04:12:13.45078+00,user_2fU9K3LbleJBLUzLKPq1rrFoca0,/economy/a896b837-f781-45f6-9e41-5a449ad4a9f6/us-economy-resilience-questions-fed-rate-cuts?,81.25
392,2024-04-30 04:12:40.053074+00,user_2fU9K3LbleJBLUzLKPq1rrFoca0,/?,84.21052631578947
393,2024-04-30 04:20:39.332388+00,user_2fU9K3LbleJBLUzLKPq1rrFoca0,/home?,87.6993166287016
394,2024-04-30 04:20:42.063851+00,user_2fU9K3LbleJBLUzLKPq1rrFoca0,/home?,111.26436781609195
395,2024-04-30 04:21:41.650732+00,user_2fU9K3LbleJBLUzLKPq1rrFoca0,/?,89.7196261682243
396,2024-04-30 04:21:53.401165+00,user_2fU9K3LbleJBLUzLKPq1rrFoca0,/economy/a896b837-f781-45f6-9e41-5a449ad4a9f6/us-economy-resilience-questions-fed-rate-cuts?,84.33333333333334
397,2024-04-30 04:22:10.348191+00,user_2fU9K3LbleJBLUzLKPq1rrFoca0,/?,89.81481481481481
398,2024-04-30 04:41:05.594175+00,user_2fU9K3LbleJBLUzLKPq1rrFoca0,/home?,81.13636363636364
399,2024-04-30 04:41:12.659051+00,user_2fU9K3LbleJBLUzLKPq1rrFoca0,/?,131.91489361702128
400,2024-04-30 07:23:01.686256+00,user_2fU9K3LbleJBLUzLKPq1rrFoca0,/economy?,81.5625
401,2024-04-30 08:15:32.400991+00,user_2fU9K3LbleJBLUzLKPq1rrFoca0,/home?,88.12785388127854
402,2024-04-30 08:15:34.233+00,user_2fU9K3LbleJBLUzLKPq1rrFoca0,/home?,84.0909090909091
403,2024-04-30 11:45:19.098688+00,user_2fU9K3LbleJBLUzLKPq1rrFoca0,/economy/a896b837-f781-45f6-9e41-5a449ad4a9f6/us-economy-resilience-questions-fed-rate-cuts?,81.33333333333333
404,2024-04-30 12:45:24.011215+00,user_2fU9K3LbleJBLUzLKPq1rrFoca0,/home?,80.95237779321137
405,2024-04-30 12:45:24.562889+00,user_2fU9K3LbleJBLUzLKPq1rrFoca0,/home?,84.26501351113646
406,2024-04-30 12:45:51.558567+00,user_2fU9K3LbleJBLUzLKPq1rrFoca0,/home?,83.02277748629173
407,2024-04-30 16:24:33.093017+00,user_2fHkgigzGrFzFUSyXw5u6fmWJNn,/home?,85.56338028169014
408,2024-04-30 16:26:16.825066+00,user_2fHkgigzGrFzFUSyXw5u6fmWJNn,/home?,91.45569620253164
409,2024-04-30 16:26:17.465019+00,user_2fHkgigzGrFzFUSyXw5u6fmWJNn,/home?,80.69620253164557
410,2024-04-30 16:29:21.994424+00,user_2fHkgigzGrFzFUSyXw5u6fmWJNn,/home?,85.46875
411,2024-04-30 16:30:07.783327+00,user_2fHkgigzGrFzFUSyXw5u6fmWJNn,/home?,89.74358974358975
412,2024-04-30 17:13:18.292996+00,user_2fHkgigzGrFzFUSyXw5u6fmWJNn,/economy/a896b837-f781-45f6-9e41-5a449ad4a9f6/us-economy-resilience-questions-fed-rate-cuts?,80.79545454545455
413,2024-04-30 17:13:45.646735+00,user_2fHkgigzGrFzFUSyXw5u6fmWJNn,/economy/a896b837-f781-45f6-9e41-5a449ad4a9f6/us-economy-resilience-questions-fed-rate-cuts?,81.70454545454545
414,2024-04-30 17:13:57.517891+00,user_2fHkgigzGrFzFUSyXw5u6fmWJNn,/economy/a896b837-f781-45f6-9e41-5a449ad4a9f6/us-economy-resilience-questions-fed-rate-cuts?,86.27450980392157
415,2024-04-30 17:14:27.119465+00,user_2fHkgigzGrFzFUSyXw5u6fmWJNn,/economy/a896b837-f781-45f6-9e41-5a449ad4a9f6/us-economy-resilience-questions-fed-rate-cuts?,80.76477404403245
416,2024-04-30 17:15:13.557879+00,user_2fHkgigzGrFzFUSyXw5u6fmWJNn,/economy/a896b837-f781-45f6-9e41-5a449ad4a9f6/us-economy-resilience-questions-fed-rate-cuts?,93.15789473684211
417,2024-04-30 17:17:07.46564+00,user_2fHkgigzGrFzFUSyXw5u6fmWJNn,/home?,89.15094339622641
418,2024-04-30 17:17:30.378467+00,user_2fHkgigzGrFzFUSyXw5u6fmWJNn,/home?,89.85849056603774
419,2024-04-30 19:53:48.161016+00,user_2fHkgigzGrFzFUSyXw5u6fmWJNn,/economy?,80.83700440528634
420,2024-04-30 19:58:15.818407+00,user_2fHkgigzGrFzFUSyXw5u6fmWJNn,/home?,81.1816192560175
421,2024-04-30 20:52:15.618649+00,user_2fHkgigzGrFzFUSyXw5u6fmWJNn,/economy?,83.52601156069365
422,2024-04-30 20:52:41.015611+00,user_2fU9K3LbleJBLUzLKPq1rrFoca0,/?,90.32258064516128
423,2024-04-30 20:52:52.391749+00,user_2fU9K3LbleJBLUzLKPq1rrFoca0,/?,273.8095238095238
424,2024-04-30 21:03:40.24732+00,user_2fU9K3LbleJBLUzLKPq1rrFoca0,/?,99.09909909909909
425,2024-04-30 21:08:31.160029+00,user_2fHkgigzGrFzFUSyXw5u6fmWJNn,/economy/a896b837-f781-45f6-9e41-5a449ad4a9f6/us-economy-resilience-questions-fed-rate-cuts?,80.9623430962343
426,2024-04-30 21:37:03.168796+00,user_2fU9K3LbleJBLUzLKPq1rrFoca0,/?,84.31372549019608
427,2024-04-30 21:37:07.133295+00,user_2fU9K3LbleJBLUzLKPq1rrFoca0,/?,81.81818181818183
428,2024-04-30 21:37:11.955132+00,user_2fU9K3LbleJBLUzLKPq1rrFoca0,/?,80.58252427184466
